run_id,ts,world_id,campaign_id,task_id,model_id,provider,agent_config_id,environment,reasoning_effort,grader_type,status,score,passed,num_verifiers,num_verifiers_passed,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,cost_usd,duration_ms,num_tool_calls
run_mp993eyo_939875,2026-05-17T04:04:00Z,w_0015,cmp_0007,task_51,m_gpt5_mini,openai,ac_terminus,prod,high,judge,cancelled,,0,7,0,88929,8483,0,0,0.061431,82183,15
run_mp9nge2o_149718,2026-05-17T10:46:00Z,w_0004,cmp_0004,task_1382,m_gpt5_mini,openai,ac_terminus,prod,high,gt,completed,0.2802,0,5,1,17096,102781,0,23608,0.228275,26889,33
run_mpafkh9c_789169,2026-05-17T23:53:00Z,w_0003,cmp_0003,task_3120,m_claude_haiku,anthropic,ac_stirrup,prod,medium,judge,completed,0.5249,0,8,4,68316,65188,64023,0,0.320527,61467,36
run_mp9jf2lc_106264,2026-05-17T08:53:00Z,w_0005,cmp_0005,task_1338,m_claude_sonnet,anthropic,ac_lighthouse,prod,medium,judge,errored,,0,3,0,86998,18375,91243,44100,0.729367,31266,17
run_mp9lk8dc_850607,2026-05-17T09:53:00Z,w_0004,cmp_0004,task_811,m_claude_haiku,anthropic,ac_stirrup,prod,high,programmatic,completed,0.4425,0,7,3,189595,17626,51136,0,0.226271,28116,20
run_mp9jgcw0_677092,2026-05-17T08:54:00Z,w_0006,cmp_0006,task_1819,m_claude_opus,anthropic,ac_react,prod,high,judge,completed,0.6768,0,5,3,33521,9831,0,0,1.24014,26791,10
run_mpa02co0_639014,2026-05-17T16:39:00Z,w_0004,cmp_0004,task_2122,m_gemini_pro,google,ac_single_shot,staging,medium,judge,completed,0.4554,0,5,2,59844,13715,46005,0,0.369563,29723,0
run_mpa4uodc_640479,2026-05-17T18:53:00Z,w_0001,cmp_0001,task_2090,m_mistral_large,mistral,ac_react,prod,high,programmatic,completed,0.6283,0,5,3,113815,24386,0,0,0.373946,112035,36
run_mp9x7gyo_730468,2026-05-17T15:19:00Z,w_0015,cmp_0007,task_1027,m_gemini_flash,google,ac_single_shot,prod,medium,programmatic,completed,0.4539,0,3,1,38618,8343,101400,0,0.024639,27020,1
run_mpadbglc_792536,2026-05-17T22:50:00Z,w_0001,cmp_0001,task_509,m_claude_opus,anthropic,ac_terminus,dev,low,programmatic,errored,,0,3,0,135323,17184,404433,0,3.925295,,13
run_mp9oqoqo_546022,2026-05-17T11:22:00Z,w_0013,cmp_0005,task_2078,m_llama3_70b,meta,ac_stirrup,staging,high,programmatic,completed,0.4473,0,5,2,46538,10817,0,0,0.035495,23957,21
run_mpa6j4ao_878367,2026-05-17T19:40:00Z,w_0007,cmp_0007,task_1308,m_gpt5,openai,ac_lighthouse,staging,low,judge,completed,0.6387,0,7,4,17138,45240,0,21695,1.799768,104751,20
run_mp9aezxc_211992,2026-05-17T04:41:00Z,w_0005,cmp_0005,task_182,m_claude_sonnet,anthropic,ac_lighthouse,prod,low,judge,completed,0.3314,0,4,1,29917,41779,55053,0,0.732952,126246,21
run_mpa7kew0_675098,2026-05-17T20:09:00Z,w_0004,cmp_0004,task_1229,m_claude_sonnet,anthropic,ac_lighthouse,prod,high,programmatic,completed,0.5774,0,4,2,78676,111589,73242,27558,2.035178,93773,11
run_mp9rpfc0_264918,2026-05-17T12:45:00Z,w_0010,cmp_0002,task_2247,m_claude_sonnet,anthropic,ac_single_shot,prod,high,judge,completed,0.6979,0,6,4,9856,717578,81071,16785,10.880503,5418,0
run_mp96ueao_780161,2026-05-17T03:01:00Z,,,task_2810,m_claude_opus,anthropic,ac_react,prod,low,programmatic,errored,,0,8,0,105106,20221,0,0,3.093165,47280,19
run_mp9j3hxc_384425,2026-05-17T08:44:00Z,w_0007,cmp_0007,task_501,m_gemini_pro,google,ac_lighthouse,staging,medium,programmatic,completed,0.5099,0,2,1,53625,30632,168825,14805,0.627632,202823,25
run_mp9pljuo_133104,2026-05-17T11:46:00Z,w_0010,cmp_0002,task_428,m_mistral_large,mistral,ac_lighthouse,prod,medium,judge,completed,0.3666,0,3,1,21072,29660,137312,0,0.247566,168197,6
run_mp99qkao_392533,2026-05-17T04:22:00Z,w_0014,cmp_0006,task_3215,m_gpt5_mini,openai,ac_single_shot,prod,medium,judge,completed,0.3127,0,6,2,77868,12149,0,0,0.063232,10218,1
run_mp9pcjs0_651641,2026-05-17T11:39:00Z,w_0002,cmp_0002,task_750,m_claude_opus,anthropic,ac_single_shot,prod,low,gt,errored,,0,7,0,8915,65239,0,0,5.02665,6438,0
run_mp9ss080_513492,2026-05-17T13:15:00Z,,,task_2038,m_gpt5_mini,openai,ac_react,staging,low,judge,errored,,0,7,0,158176,12832,520501,17789,0.14145,111364,29
run_mp9czl9c_814997,2026-05-17T05:53:00Z,w_0015,cmp_0007,task_3899,m_gpt5_mini,openai,ac_single_shot,staging,low,judge,completed,0.406,0,7,3,12386,33937,135930,0,0.080864,6388,2
run_mp989u5c_173588,2026-05-17T03:41:00Z,,,task_1445,m_gpt5_mini,openai,ac_single_shot,prod,medium,programmatic,cancelled,,0,6,0,34542,63196,0,0,0.143663,3198,0
run_mp9ua0o0_252185,2026-05-17T13:57:00Z,w_0015,cmp_0007,task_85,m_claude_sonnet,anthropic,ac_single_shot,prod,medium,judge,completed,0.7345,1,2,1,50578,78319,0,0,1.326519,23104,2
run_mp91g7k0_893049,2026-05-17T00:30:00Z,w_0008,cmp_0008,task_2792,m_claude_sonnet,anthropic,ac_terminus,prod,medium,programmatic,errored,,0,2,0,23944,9067,0,0,0.207837,,32
run_mpaegm2o_964135,2026-05-17T23:22:00Z,w_0008,cmp_0008,task_2881,m_gemini_flash,google,ac_single_shot,staging,high,gt,cancelled,,0,4,0,39227,18876,62625,20164,0.044364,,2
run_mp9ro51c_687555,2026-05-17T12:44:00Z,w_0005,cmp_0005,task_1305,m_claude_opus,anthropic,ac_stirrup,prod,medium,judge,completed,0.6645,0,7,5,17837,140489,236450,0,11.158905,67377,24
run_mp9z3mo0_149675,2026-05-17T16:12:00Z,w_0011,cmp_0003,task_3961,m_gpt5_mini,openai,ac_stirrup,prod,high,programmatic,errored,,0,8,0,56236,55706,39498,0,0.141505,,2
run_mp94hiqo_758335,2026-05-17T01:55:00Z,w_0004,cmp_0004,task_3241,m_gpt5,openai,ac_single_shot,prod,medium,gt,cancelled,,0,6,0,14074,48290,0,12599,1.746928,26529,2
run_mp9jmsdc_251606,2026-05-17T08:59:00Z,,,task_1411,m_claude_sonnet,anthropic,ac_single_shot,prod,high,programmatic,errored,,0,6,0,48685,34479,0,0,0.66324,,2
run_mp9w66dc_272958,2026-05-17T14:50:00Z,w_0008,cmp_0008,task_2358,m_gpt5_mini,openai,ac_lighthouse,staging,medium,gt,completed,0.5555,0,2,1,70403,90528,62115,0,0.219363,37969,8
run_mp9cmqao_920927,2026-05-17T05:43:00Z,w_0002,cmp_0002,task_339,m_gpt5,openai,ac_react,prod,high,gt,completed,0.5926,0,2,1,49612,15378,0,41000,1.46996,67593,3
run_mp9lmsyo_756977,2026-05-17T09:55:00Z,w_0012,cmp_0004,task_191,m_gpt5_mini,openai,ac_stirrup,prod,low,programmatic,completed,0.0606,0,7,0,36406,28099,0,0,0.074401,187548,40
run_mpa84zmo_158980,2026-05-17T20:25:00Z,w_0010,cmp_0002,task_1146,m_gemini_pro,google,ac_react,staging,low,programmatic,errored,,0,3,0,103559,19922,0,54164,0.788294,15617,12
run_mp9vzqw0_171570,2026-05-17T14:45:00Z,,,task_217,m_claude_opus,anthropic,ac_stirrup,staging,high,judge,errored,,0,3,0,40826,46818,0,0,4.12374,,20
run_mpa7up9c_579129,2026-05-17T20:17:00Z,w_0005,cmp_0005,task_2493,m_gemini_pro,google,ac_terminus,prod,medium,gt,completed,0.5686,0,7,4,40732,18089,80928,0,0.360821,52991,5
run_mp9ix2g0_702990,2026-05-17T08:39:00Z,w_0001,cmp_0001,task_2759,m_mistral_large,mistral,ac_single_shot,prod,low,gt,completed,0.4654,0,7,3,41262,39595,0,14078,0.355289,9568,2
run_mpa17i5c_744424,2026-05-17T17:11:00Z,w_0002,cmp_0002,task_2969,m_claude_sonnet,anthropic,ac_lighthouse,staging,medium,judge,completed,0.59,0,3,2,6417,3325,68623,17143,0.153999,30156,35
run_mp9pqp1c_112988,2026-05-17T11:50:00Z,w_0007,cmp_0007,task_1754,m_gpt5,openai,ac_react,prod,medium,judge,cancelled,,0,8,0,77415,87908,0,0,3.41139,44313,3
run_mp9j4s80_922668,2026-05-17T08:45:00Z,w_0004,cmp_0004,task_2709,m_gpt5_mini,openai,ac_single_shot,staging,medium,judge,completed,0.2143,0,6,1,40577,12718,0,64321,0.084317,33906,0
run_mpaflrk0_543710,2026-05-17T23:54:00Z,w_0013,cmp_0005,task_2027,m_gpt5,openai,ac_react,prod,medium,programmatic,errored,,0,2,0,12107,28414,0,5309,1.039853,37923,21
run_mp9rlkg0_313766,2026-05-17T12:42:00Z,w_0010,cmp_0002,task_1871,m_gpt5_mini,openai,ac_terminus,prod,medium,judge,completed,0.5284,0,4,2,50887,100321,129980,0,0.232585,66874,32
run_mp999ug0_172255,2026-05-17T04:09:00Z,w_0015,cmp_0007,task_3148,m_claude_haiku,anthropic,ac_single_shot,staging,low,judge,completed,0.2923,0,6,2,66224,89852,74138,20967,0.439285,14689,1
run_mp9m3itc_316761,2026-05-17T10:08:00Z,w_0015,cmp_0007,task_2960,m_claude_sonnet,anthropic,ac_react,prod,medium,judge,errored,,0,2,0,62767,59980,0,0,1.088001,,24
run_mp9b4puo_836868,2026-05-17T05:01:00Z,w_0010,cmp_0002,task_2042,m_claude_opus,anthropic,ac_react,staging,low,judge,completed,0.7852,1,7,5,303763,124208,0,118356,16.09122,46183,5
run_mpaabfpc_858714,2026-05-17T21:26:00Z,w_0010,cmp_0002,task_3240,m_mistral_large,mistral,ac_terminus,prod,medium,judge,completed,0.5554,0,5,3,122041,21701,22564,0,0.378801,87393,3
run_mp9o2940_150049,2026-05-17T11:03:00Z,w_0013,cmp_0005,task_3799,m_claude_opus,anthropic,ac_react,staging,medium,judge,completed,0.6597,0,5,3,99571,49776,482784,0,5.950941,95292,40
run_mpa7lp6o_221812,2026-05-17T20:10:00Z,w_0002,cmp_0002,task_3902,m_claude_haiku,anthropic,ac_react,prod,high,judge,completed,0.2633,0,4,1,71010,27891,33475,0,0.17105,62227,18
run_mp9lqnuo_399850,2026-05-17T09:58:00Z,w_0005,cmp_0005,task_3308,m_gpt4o,openai,ac_single_shot,staging,high,judge,completed,0.4202,0,8,3,51534,8585,53217,0,0.281206,13819,3
run_mpa1qslc_683548,2026-05-17T17:26:00Z,,,task_1832,m_gpt5_mini,openai,ac_stirrup,prod,high,judge,cancelled,,0,3,0,50848,10034,70769,0,0.04903,,28
run_mp9dpb6o_277745,2026-05-17T06:13:00Z,w_0011,cmp_0003,task_3807,m_gpt5,openai,ac_lighthouse,prod,medium,programmatic,errored,,0,4,0,34436,25481,0,15191,1.298678,,27
run_mp9vhqqo_924754,2026-05-17T14:31:00Z,w_0015,cmp_0007,task_1566,m_gemini_flash,google,ac_lighthouse,prod,low,programmatic,completed,0.3963,0,6,2,64791,19836,0,0,0.043241,49126,25
run_mp9xj1mo_399411,2026-05-17T15:28:00Z,w_0004,cmp_0004,task_3595,m_gpt5,openai,ac_single_shot,staging,medium,programmatic,completed,0.2939,0,7,2,161846,47912,0,78846,4.041395,7600,1
run_mp9w4w2o_629630,2026-05-17T14:49:00Z,w_0006,cmp_0006,task_1684,m_gpt5_mini,openai,ac_single_shot,prod,high,programmatic,completed,0.4068,0,7,3,31722,53028,0,0,0.121917,13207,0
run_mpab2fxc_126695,2026-05-17T21:47:00Z,w_0002,cmp_0002,task_973,m_gemini_pro,google,ac_lighthouse,prod,low,judge,completed,0.5029,0,7,4,83438,21353,0,0,0.51624,100755,33
run_mp97ceg0_404810,2026-05-17T03:15:00Z,w_0015,cmp_0007,task_2490,m_claude_opus,anthropic,ac_stirrup,staging,medium,programmatic,completed,0.75,1,5,4,8261,19882,0,0,1.615065,114129,16
run_mp9rizuo_365844,2026-05-17T12:40:00Z,,,task_1870,m_gpt5,openai,ac_single_shot,prod,low,judge,errored,,0,2,0,28045,47773,131173,23165,2.167169,17983,3
run_mpa0a2g0_815842,2026-05-17T16:45:00Z,w_0015,cmp_0007,task_87,m_gpt5_mini,openai,ac_lighthouse,prod,medium,programmatic,completed,0.3297,0,2,1,16220,87337,38632,0,0.184716,36351,30
run_mp9azko0_292907,2026-05-17T04:57:00Z,w_0010,cmp_0002,task_1341,m_gemini_pro,google,ac_single_shot,prod,high,programmatic,completed,0.5765,0,3,2,72194,32620,0,28992,0.711157,10534,1
run_mp91wxeo_958712,2026-05-17T00:43:00Z,w_0007,cmp_0007,task_2581,m_claude_opus,anthropic,ac_single_shot,prod,medium,judge,cancelled,,0,4,0,162257,8046,0,4891,3.129011,,3
run_mp9bdpxc_652041,2026-05-17T05:08:00Z,w_0008,cmp_0008,task_324,m_gemini_pro,google,ac_react,prod,high,judge,errored,,0,2,0,59992,19388,0,0,0.413546,,37
run_mp9dcg80_527150,2026-05-17T06:03:00Z,w_0012,cmp_0004,task_3919,m_mistral_large,mistral,ac_terminus,prod,medium,programmatic,completed,0.5076,0,7,4,136453,19269,15891,0,0.391698,29341,31
run_mpa4dyio_155963,2026-05-17T18:40:00Z,w_0002,cmp_0002,task_3705,m_gpt5_mini,openai,ac_lighthouse,dev,low,gt,completed,0.3341,0,6,2,14128,43267,136719,0,0.100434,25366,6
run_mpa2685c_585146,2026-05-17T17:38:00Z,w_0008,cmp_0008,task_2936,m_mistral_large,mistral,ac_stirrup,prod,medium,judge,errored,,0,2,0,28928,66942,28081,0,0.465124,116869,29
run_mpa5htpc_673667,2026-05-17T19:11:00Z,w_0005,cmp_0005,task_2075,m_gemini_pro,google,ac_stirrup,prod,medium,programmatic,completed,0.5229,0,6,3,64445,20814,0,0,0.444105,21116,34
run_mp9klidc_470791,2026-05-17T09:26:00Z,w_0004,cmp_0004,task_830,m_gemini_pro,google,ac_terminus,dev,medium,programmatic,completed,0.5394,0,3,2,62125,179540,0,0,2.102608,79244,6
run_mpa53og0_343567,2026-05-17T19:00:00Z,w_0015,cmp_0007,task_3048,m_mistral_large,mistral,ac_react,prod,high,judge,completed,0.2123,0,4,1,35770,20635,0,345118,1.058145,33226,35
run_mpa44yg0_160262,2026-05-17T18:33:00Z,w_0013,cmp_0005,task_819,m_claude_sonnet,anthropic,ac_react,dev,high,judge,completed,0.7932,1,4,3,22287,84146,291296,0,1.41644,69545,8
run_mp9iix6o_886935,2026-05-17T08:28:00Z,w_0005,cmp_0005,task_1709,m_gpt5_mini,openai,ac_terminus,prod,medium,judge,completed,0.2429,0,6,1,42028,72166,0,39756,0.1892,44359,19
run_mpaa3pxc_353555,2026-05-17T21:20:00Z,w_0002,cmp_0002,task_3327,m_mistral_large,mistral,ac_lighthouse,staging,high,programmatic,completed,0.3781,0,7,3,131891,16806,0,0,0.364618,67749,38
run_mp9zs2ao_497100,2026-05-17T16:31:00Z,w_0002,cmp_0002,task_3956,m_gpt5_mini,openai,ac_single_shot,prod,medium,gt,completed,0.2615,0,4,1,43858,21806,368425,47667,0.112562,22048,3
run_mp9tpfxc_150362,2026-05-17T13:41:00Z,,,task_1184,m_claude_sonnet,anthropic,ac_stirrup,prod,medium,judge,errored,,0,4,0,14719,14863,30338,18164,0.344318,28391,6
run_mp9rmuqo_294064,2026-05-17T12:43:00Z,w_0003,cmp_0003,task_3366,m_claude_sonnet,anthropic,ac_lighthouse,prod,medium,judge,completed,0.5556,0,8,4,76415,67658,110609,16691,1.339889,60722,39
run_mp9oiyyo_859032,2026-05-17T11:16:00Z,w_0014,cmp_0006,task_1648,m_gpt5_mini,openai,ac_terminus,prod,low,judge,completed,0.4026,0,5,2,17061,12211,100666,7178,0.042293,85400,30
run_mp9xqreo_179436,2026-05-17T15:34:00Z,w_0010,cmp_0002,task_704,m_gpt5_mini,openai,ac_lighthouse,prod,medium,programmatic,cancelled,,0,6,0,15670,8179,0,14704,0.033015,42037,11
run_mp910s00_684631,2026-05-17T00:18:00Z,w_0002,cmp_0002,task_2449,m_gemini_pro,google,ac_react,staging,low,judge,completed,0.5793,0,4,2,96838,25856,128616,0,0.655437,25346,19
run_mpaa15c0_826800,2026-05-17T21:18:00Z,w_0012,cmp_0004,task_1001,m_gpt5,openai,ac_terminus,prod,medium,judge,completed,0.5437,0,6,3,39651,5005,0,18070,0.772535,38333,13
run_mp9s8ps0_419665,2026-05-17T13:00:00Z,w_0006,cmp_0006,task_1947,m_gpt5_mini,openai,ac_single_shot,prod,high,judge,completed,0.242,0,6,1,25289,9297,0,0,0.031239,11444,3
run_mp9cf0io_551111,2026-05-17T05:37:00Z,w_0001,cmp_0001,task_2124,m_claude_haiku,anthropic,ac_terminus,staging,high,judge,errored,,0,3,0,39628,51629,0,11966,0.250184,,25
run_mp9co0lc_763557,2026-05-17T05:44:00Z,w_0010,cmp_0002,task_3461,m_claude_sonnet,anthropic,ac_single_shot,prod,high,programmatic,errored,,0,2,0,32766,27902,38236,30698,0.643416,7823,3
run_mp9krxuo_833350,2026-05-17T09:31:00Z,w_0012,cmp_0004,task_44,m_claude_opus,anthropic,ac_react,staging,low,programmatic,completed,0.5054,0,3,2,73753,8360,52227,19455,2.176417,67721,30
run_mp9spfmo_712852,2026-05-17T13:13:00Z,w_0008,cmp_0008,task_3529,m_gemini_pro,google,ac_single_shot,staging,low,judge,timeout,,0,7,0,11633,6077,0,0,0.104524,15436,3
run_mp9gyc5c_194634,2026-05-17T07:44:00Z,w_0007,cmp_0007,task_1570,m_gemini_flash,google,ac_single_shot,prod,low,programmatic,completed,0.0423,0,5,0,88983,38685,31126,24414,0.083816,10650,2
run_mpaebgw0_805692,2026-05-17T23:18:00Z,w_0015,cmp_0007,task_1099,m_gpt5,openai,ac_lighthouse,prod,medium,judge,completed,0.6914,0,6,4,4215,10738,60344,0,0.43972,59577,14
run_mp9e8lmo_611789,2026-05-17T06:28:00Z,w_0003,cmp_0003,task_3723,m_claude_haiku,anthropic,ac_react,staging,high,judge,completed,0.3864,0,7,3,156068,11119,0,25681,0.195011,47721,29
run_mp9zj280_212461,2026-05-17T16:24:00Z,w_0003,cmp_0003,task_3319,m_llama3_70b,meta,ac_stirrup,prod,medium,judge,completed,0.0613,0,8,0,63193,69614,0,15054,0.097183,170813,28
run_mpabtg5c_999850,2026-05-17T22:08:00Z,w_0004,cmp_0004,task_1644,m_gemini_pro,google,ac_terminus,prod,high,programmatic,timeout,,0,8,0,56999,5542,0,0,0.257688,,29
run_mp9e4qqo_479189,2026-05-17T06:25:00Z,w_0004,cmp_0004,task_1330,m_claude_opus,anthropic,ac_terminus,prod,low,judge,completed,0.5474,0,8,4,75426,87690,51075,0,7.784753,16727,3
run_mp9z7hk0_607827,2026-05-17T16:15:00Z,w_0008,cmp_0008,task_3919,m_gpt4o,openai,ac_stirrup,prod,medium,gt,completed,0.4046,0,8,3,194088,47966,52620,32589,1.128422,31525,21
run_mpacfb6o_809569,2026-05-17T22:25:00Z,w_0003,cmp_0003,task_77,m_gpt5,openai,ac_react,prod,high,judge,completed,0.6532,0,6,4,61230,41328,0,0,1.85214,109624,35
run_mpa3lo00_240495,2026-05-17T18:18:00Z,w_0015,cmp_0007,task_339,m_claude_sonnet,anthropic,ac_react,prod,high,judge,completed,0.385,0,8,3,36995,29995,77718,0,0.584225,79917,9
run_mpadhw2o_358845,2026-05-17T22:55:00Z,w_0015,cmp_0007,task_855,m_claude_sonnet,anthropic,ac_terminus,staging,medium,gt,completed,0.5635,0,5,3,61735,258447,337454,6773,4.188545,142267,21
run_mpac50tc_686334,2026-05-17T22:17:00Z,w_0005,cmp_0005,task_1176,m_claude_sonnet,anthropic,ac_react,staging,medium,programmatic,completed,0.6257,0,7,4,57292,46478,0,52672,1.066566,61949,17
run_mp9pmu5c_989964,2026-05-17T11:47:00Z,w_0007,cmp_0007,task_1072,m_gpt5_mini,openai,ac_single_shot,prod,high,judge,completed,0.4925,0,5,2,32012,29324,0,2833,0.076354,14654,2
run_mp9qlk5c_892218,2026-05-17T12:14:00Z,w_0010,cmp_0002,task_1841,m_gpt5_mini,openai,ac_single_shot,prod,low,judge,completed,0.6718,0,2,1,40706,50205,37066,0,0.122616,11243,0
run_mp9mk8o0_139184,2026-05-17T10:21:00Z,,,task_1545,m_mistral_large,mistral,ac_single_shot,prod,low,programmatic,errored,,0,8,0,82044,65470,83102,0,0.573528,10774,0
run_mp9ao000_250879,2026-05-17T04:48:00Z,w_0004,cmp_0004,task_1607,m_gpt4o,openai,ac_terminus,prod,medium,programmatic,completed,0.4558,0,7,3,19230,32039,0,11215,0.40211,57759,5
run_mpacbgao_117457,2026-05-17T22:22:00Z,w_0002,cmp_0002,task_1612,m_claude_haiku,anthropic,ac_react,prod,medium,judge,cancelled,,0,5,0,80799,15692,71979,7276,0.140442,,15
run_mp9r2a00_924176,2026-05-17T12:27:00Z,,,task_1734,m_claude_haiku,anthropic,ac_terminus,staging,high,programmatic,errored,,0,4,0,133133,48770,0,0,0.301586,118079,2
run_mp9x11hc_694328,2026-05-17T15:14:00Z,,,task_1548,m_gpt5_mini,openai,ac_lighthouse,prod,high,gt,errored,,0,7,0,77980,8134,78978,0,0.059207,37145,30
run_mp9ta0dc_368540,2026-05-17T13:29:00Z,,,task_8,m_gpt5_mini,openai,ac_single_shot,prod,medium,judge,errored,,0,5,0,73565,11289,122698,23416,0.079545,18371,2
run_mp9nb8w0_449108,2026-05-17T10:42:00Z,w_0010,cmp_0002,task_893,m_claude_sonnet,anthropic,ac_react,staging,high,programmatic,completed,0.5934,0,6,4,80886,48736,0,21000,1.052448,57566,31
run_mpa3yiyo_903016,2026-05-17T18:28:00Z,,,task_1739,m_mistral_large,mistral,ac_lighthouse,prod,low,judge,errored,,0,6,0,37088,12649,260757,8111,0.222499,,23
run_mp9l7deo_166026,2026-05-17T09:43:00Z,w_0013,cmp_0005,task_933,m_gpt5,openai,ac_lighthouse,staging,medium,judge,completed,0.7766,1,2,2,21524,73688,17391,0,2.447619,61529,7
run_mp9q4uao_677490,2026-05-17T12:01:00Z,w_0004,cmp_0004,task_2863,m_gpt5_mini,openai,ac_react,staging,medium,programmatic,completed,0.2653,0,5,1,66341,4942,0,0,0.043055,26006,15
run_mp948io0_257727,2026-05-17T01:48:00Z,w_0013,cmp_0005,task_3183,m_gpt5_mini,openai,ac_single_shot,prod,medium,gt,completed,0.4908,0,6,3,79323,30918,74793,6501,0.109138,5986,0
run_mpacylmo_953239,2026-05-17T22:40:00Z,w_0002,cmp_0002,task_1901,m_claude_opus,anthropic,ac_lighthouse,prod,low,judge,errored,,0,7,0,23727,4477,413082,3922,1.384841,,26
run_mp9eb680_628804,2026-05-17T06:30:00Z,,,task_3047,m_claude_sonnet,anthropic,ac_lighthouse,prod,medium,programmatic,errored,,0,2,0,38120,34373,32465,0,0.639695,29716,10
run_mp9fugyo_412121,2026-05-17T07:13:00Z,w_0005,cmp_0005,task_1207,m_claude_sonnet,anthropic,ac_single_shot,prod,medium,judge,completed,0.5271,0,6,3,116095,3469,40754,42410,0.571584,13611,0
run_mpadfbhc_301954,2026-05-17T22:53:00Z,w_0001,cmp_0001,task_2555,m_gemini_pro,google,ac_terminus,prod,medium,judge,completed,0.5374,0,8,4,40744,27884,0,0,0.435386,52793,4
run_mpa8fa00_609147,2026-05-17T20:33:00Z,w_0002,cmp_0002,task_3877,m_claude_sonnet,anthropic,ac_stirrup,staging,medium,judge,completed,0.4528,0,3,1,80663,38876,0,0,0.825129,88370,5
run_mp9c3fuo_608611,2026-05-17T05:28:00Z,w_0014,cmp_0006,task_1658,m_claude_haiku,anthropic,ac_stirrup,prod,medium,judge,completed,0.5911,0,8,5,83705,17568,0,30782,0.168018,24129,9
run_mp924n6o_101112,2026-05-17T00:49:00Z,w_0011,cmp_0003,task_1852,m_gpt5,openai,ac_stirrup,prod,high,judge,completed,0.5008,0,5,3,49179,36865,0,0,1.59774,14408,10
run_mp9zqs00_784060,2026-05-17T16:30:00Z,w_0015,cmp_0007,task_129,m_claude_sonnet,anthropic,ac_stirrup,dev,medium,judge,completed,0.7863,1,8,6,23457,24853,105278,6200,0.497999,97557,32
run_mp9vj11c_177639,2026-05-17T14:32:00Z,w_0007,cmp_0007,task_2209,m_claude_sonnet,anthropic,ac_lighthouse,prod,high,judge,completed,0.2782,0,8,2,19799,9633,0,16009,0.263926,128747,7
run_mpae51eo_148812,2026-05-17T23:13:00Z,w_0011,cmp_0003,task_2719,m_gpt4o,openai,ac_react,prod,low,judge,completed,0.5357,0,3,2,125526,13870,0,0,0.452515,58448,32
run_mp9zbcg0_341100,2026-05-17T16:18:00Z,w_0014,cmp_0006,task_3667,m_claude_opus,anthropic,ac_terminus,prod,medium,judge,completed,0.4766,0,5,2,55176,57903,57362,10492,5.453133,74128,21
run_mp9qizk0_602125,2026-05-17T12:12:00Z,w_0003,cmp_0003,task_158,m_claude_opus,anthropic,ac_react,dev,medium,gt,completed,0.522,0,3,2,35643,20140,113100,22819,2.642651,49369,12
run_mpa5qts0_216293,2026-05-17T19:18:00Z,w_0004,cmp_0004,task_2922,m_gemini_flash,google,ac_react,prod,low,judge,completed,0.2045,0,5,1,69477,23636,50824,0,0.050731,26176,21
run_mp9piz9c_415846,2026-05-17T11:44:00Z,w_0011,cmp_0003,task_2835,m_claude_haiku,anthropic,ac_react,prod,medium,gt,completed,0.3285,0,3,1,108971,51710,127364,0,0.304206,61726,16
run_mp9o3jeo_181396,2026-05-17T11:04:00Z,,,task_2610,m_gpt5_mini,openai,ac_terminus,prod,low,judge,errored,,0,8,0,17237,86109,65405,29710,0.201933,,12
run_mpaboayo_673015,2026-05-17T22:04:00Z,w_0013,cmp_0005,task_1755,m_gemini_pro,google,ac_stirrup,dev,medium,judge,completed,0.4457,0,6,3,14918,103703,140955,0,1.190429,164833,7
run_mp9gdreo_615653,2026-05-17T07:28:00Z,,,task_3760,m_gemini_pro,google,ac_stirrup,staging,high,gt,errored,,0,6,0,41838,16029,0,0,0.314738,87508,34
run_mp9jci00_145881,2026-05-17T08:51:00Z,w_0015,cmp_0007,task_1417,m_claude_sonnet,anthropic,ac_stirrup,prod,high,gt,completed,0.5716,0,5,3,119715,16611,0,10993,0.649534,28827,3
run_mp9zbcg0_342087,2026-05-17T16:18:00Z,w_0011,cmp_0003,task_2311,m_claude_sonnet,anthropic,ac_terminus,prod,medium,programmatic,timeout,,0,2,0,15882,30291,113438,0,0.536042,,2
run_mp9bo0ao_696294,2026-05-17T05:16:00Z,w_0006,cmp_0006,task_3150,m_claude_sonnet,anthropic,ac_terminus,prod,high,programmatic,completed,0.6987,0,4,3,36681,10127,60068,28516,0.386903,45383,11
run_mp92b2o0_707916,2026-05-17T00:54:00Z,w_0008,cmp_0008,task_2183,m_gpt4o,openai,ac_react,prod,high,gt,completed,0.7101,1,5,4,134365,106169,135370,85230,1.822505,99821,27
run_mp9a0uo0_902514,2026-05-17T04:30:00Z,w_0010,cmp_0002,task_2354,m_gpt4o,openai,ac_single_shot,staging,medium,programmatic,completed,0.4823,0,2,1,268218,23948,0,0,0.910025,23671,1
run_mpaczvxc_635298,2026-05-17T22:41:00Z,w_0005,cmp_0005,task_3795,m_gpt5_mini,openai,ac_lighthouse,staging,low,judge,timeout,,0,3,0,162267,18213,0,62227,0.154896,,32
run_mpaczvxc_340718,2026-05-17T22:41:00Z,w_0012,cmp_0004,task_473,m_gemini_flash,google,ac_terminus,prod,high,judge,completed,0.428,0,8,3,7235,62129,86522,0,0.079321,48586,19
