event_id,ts,customer_id,service_id,surface,model_id,provider,environment,region,token_type,tokens,requests,cost_usd,latency_ms,attribution_status
evt_mpafkh9c_138928,2026-05-17T23:53:00Z,C_00033,svc_eval_orchestrator,batch_job,m_gpt5_mini,openai,prod,us-east,cache_write,4115283,686,2.46917,4113,attributed
evt_mpafgmdc_648533,2026-05-17T23:50:00Z,C_00011,svc_annotation_api,backend_service,m_gemini_pro,google,prod,us-east,input,21730146,3622,76.055511,1900,attributed
evt_mpa8quo0_697733,2026-05-17T20:42:00Z,C_00004,svc_web_app,web_app,m_claude_haiku,anthropic,prod,eu,input,10544113,1757,8.43529,2028,attributed
evt_mpa3x8o0_378076,2026-05-17T18:27:00Z,C_00034,svc_headshot,backend_service,m_gpt5_mini,openai,prod,us-west,cache_write,20301377,3384,12.180826,1431,attributed
evt_mp99uf6o_535879,2026-05-17T04:25:00Z,,,unknown,m_gemini_pro,google,prod,eu,output,5868013,3912,61.614137,630,unknown
evt_mp9jmsdc_486972,2026-05-17T08:59:00Z,C_00035,svc_trajectory_runner,backend_service,m_claude_sonnet,anthropic,prod,us-east,input,1915070,319,5.74521,1031,attributed
evt_mp9k4sio_762728,2026-05-17T09:13:00Z,C_00038,svc_ingest,backend_service,m_gemini_flash,google,staging,eu,input,2795326,466,0.838598,829,attributed
evt_mp9bmq00_505913,2026-05-17T05:15:00Z,,,unknown,m_gpt4o,openai,prod,us-west,input,3319313,553,8.298283,1580,unknown
evt_mp9j0xc0_919414,2026-05-17T08:42:00Z,C_00034,svc_annotation_api,backend_service,m_claude_opus,anthropic,prod,eu,input,12436178,2073,186.54267,2552,attributed
evt_mp949syo_624090,2026-05-17T01:49:00Z,C_00037,svc_search,backend_service,m_claude_opus,anthropic,prod,us-east,input,8158825,1360,122.382375,1916,partial
evt_mp9wqr40_403499,2026-05-17T15:06:00Z,C_00005,svc_ingest,backend_service,m_claude_sonnet,anthropic,prod,us-west,output,926417,618,13.896255,602,attributed
evt_mp9tvveo_361436,2026-05-17T13:46:00Z,C_00020,svc_trajectory_runner,backend_service,m_claude_opus,anthropic,prod,us-west,cache_write,1438762,240,26.976788,706,partial
evt_mpaa15c0_488561,2026-05-17T21:18:00Z,C_00035,svc_annotation_api,backend_service,m_claude_haiku,anthropic,prod,us-east,output,874583,583,3.498332,1589,attributed
evt_mp9n8oao_587151,2026-05-17T10:40:00Z,C_00024,svc_search,backend_service,m_claude_sonnet,anthropic,prod,us-west,input,1186010,198,3.55803,1261,attributed
evt_mp9bcfmo_989561,2026-05-17T05:07:00Z,C_00031,svc_sourcing,web_app,m_gpt4o,openai,prod,us-west,output,1202770,802,12.0277,463,attributed
evt_mp9nye80_744735,2026-05-17T11:00:00Z,C_00017,svc_sourcing,backend_service,m_claude_sonnet,anthropic,prod,apac,output,990936,661,14.86404,2028,attributed
evt_mp9wvwao_947078,2026-05-17T15:10:00Z,C_00030,svc_ingest,backend_service,m_gemini_flash,google,prod,apac,output,2892799,1929,3.471359,1090,partial
evt_mpafkh9c_595986,2026-05-17T23:53:00Z,C_00011,svc_trajectory_runner,backend_service,m_gpt4o,openai,prod,us-east,input,10831103,1805,27.077758,1244,attributed
evt_mpa6hu00_341973,2026-05-17T19:39:00Z,,,unknown,m_claude_sonnet,anthropic,prod,eu,input,1817106,303,5.451318,804,unknown
evt_mp9c8l1c_764337,2026-05-17T05:32:00Z,C_00028,svc_annotation_api,backend_service,m_gpt5,openai,prod,eu,input,5411448,902,54.11448,2331,attributed
evt_mp9pf4dc_766347,2026-05-17T11:41:00Z,C_00031,svc_eval_orchestrator,batch_job,m_claude_sonnet,anthropic,staging,us-west,input,2890513,482,8.671539,6679,attributed
evt_mpaf6c00_261228,2026-05-17T23:42:00Z,C_00021,svc_sourcing,backend_service,m_claude_haiku,anthropic,prod,apac,input,4615032,769,3.692026,1476,partial
evt_mp9ubayo_990818,2026-05-17T13:58:00Z,C_00023,svc_sourcing,backend_service,m_gpt5_mini,openai,prod,us-west,input,2348128,391,1.174064,217,attributed
evt_mp9hrwyo_906727,2026-05-17T08:07:00Z,C_00040,svc_web_app,web_app,m_claude_sonnet,anthropic,prod,eu,input,2916683,486,8.750049,611,attributed
evt_mpa4te2o_431314,2026-05-17T18:52:00Z,C_00007,svc_annotation_api,user_token,m_claude_opus,anthropic,prod,apac,output,161930,108,12.14475,2359,attributed
evt_mp9v10w0_280660,2026-05-17T14:18:00Z,C_00032,svc_trajectory_runner,backend_service,m_claude_sonnet,anthropic,prod,us-east,output,523120,349,7.8468,744,attributed
evt_mp9f61c0_873862,2026-05-17T06:54:00Z,C_00040,svc_batch_grader,batch_job,m_gemini_flash,google,prod,us-west,input,2358179,393,0.707454,6465,attributed
evt_mp9ogedc_547435,2026-05-17T11:14:00Z,C_00018,svc_search,user_token,m_claude_sonnet,anthropic,prod,us-east,output,180007,120,2.700105,700,attributed
evt_mpa5qts0_237969,2026-05-17T19:18:00Z,C_00015,svc_ingest,backend_service,m_claude_haiku,anthropic,prod,us-east,input,4710497,785,3.768398,1371,attributed
evt_mpa8lphc_328433,2026-05-17T20:38:00Z,C_00032,svc_maven_agent,backend_service,m_claude_sonnet,anthropic,prod,us-east,cache_write,6145875,1024,23.047031,1007,attributed
evt_mp9n3j40_559704,2026-05-17T10:36:00Z,C_00033,svc_maven_agent,backend_service,m_gemini_pro,google,staging,apac,output,684740,456,7.18977,526,attributed
evt_mp934nhc_929585,2026-05-17T01:17:00Z,C_00036,svc_voice,web_app,m_claude_haiku,anthropic,prod,apac,input,3481797,580,2.785438,1312,partial
evt_mpaen1k0_311651,2026-05-17T23:27:00Z,C_00001,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,apac,input,2772455,462,8.317365,774,attributed
evt_mp9jx2qo_591030,2026-05-17T09:07:00Z,C_00008,svc_search,backend_service,m_gpt5,openai,staging,eu,input,2550487,425,25.50487,878,attributed
evt_mp99qkao_976390,2026-05-17T04:22:00Z,C_00001,svc_voice,backend_service,m_gpt4o,openai,prod,us-east,output,580557,387,5.80557,2157,attributed
evt_mp98t4lc_149718,2026-05-17T03:56:00Z,C_00011,svc_voice,backend_service,m_gpt5,openai,staging,us-east,output,4104127,2736,123.12381,460,attributed
evt_mp9j7ctc_599100,2026-05-17T08:47:00Z,C_00006,svc_batch_grader,batch_job,m_gemini_flash,google,prod,eu,input,20470169,3412,6.141051,21273,attributed
evt_mp94qitc_618692,2026-05-17T02:02:00Z,C_00010,svc_ingest,backend_service,m_claude_haiku,anthropic,prod,us-west,cache_read,4276726,713,0.342138,747,attributed
evt_mp9jpcyo_106264,2026-05-17T09:01:00Z,C_00034,svc_trajectory_runner,backend_service,m_claude_sonnet,anthropic,prod,us-west,input,0,0,-3.690185,1517,attributed
evt_mp9ichpc_426468,2026-05-17T08:23:00Z,C_00009,svc_batch_grader,batch_job,m_gemini_flash,google,prod,us-east,input,2880780,480,0.864234,9954,attributed
evt_mp963e2o_653026,2026-05-17T02:40:00Z,C_00033,svc_web_app,web_app,m_gpt5,openai,staging,apac,output,2759656,1840,82.78968,1349,attributed
evt_mp9glh6o_727174,2026-05-17T07:34:00Z,C_00017,svc_search,backend_service,m_gemini_pro,google,staging,apac,output,339088,226,3.560424,1016,attributed
evt_mp9xlm80_582185,2026-05-17T15:30:00Z,C_00035,svc_web_app,web_app,m_claude_sonnet,anthropic,dev,us-east,input,5369277,895,16.107831,504,attributed
evt_mp90zhpc_829391,2026-05-17T00:17:00Z,C_00022,svc_ingest,backend_service,m_claude_haiku,anthropic,prod,us-west,input,4944856,824,3.955885,649,attributed
evt_mp9p4u00_201828,2026-05-17T11:33:00Z,C_00036,svc_playground,web_app,m_llama3_70b,meta,prod,apac,output,348110,232,0.243677,671,attributed
evt_mpabbg00_286563,2026-05-17T21:54:00Z,,,unknown,m_claude_sonnet,anthropic,prod,eu,output,151433,101,2.271495,725,unknown
evt_mp9uj0qo_324901,2026-05-17T14:04:00Z,C_00040,svc_web_app,web_app,m_claude_sonnet,anthropic,staging,us-west,output,1370890,914,20.56335,3201,attributed
evt_mpaexbxc_214388,2026-05-17T23:35:00Z,C_00032,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,us-east,input,2002353,334,6.007059,1012,attributed
evt_mp9e8lmo_672405,2026-05-17T06:28:00Z,C_00024,svc_headshot,user_token,m_gpt5_mini,openai,prod,apac,cache_read,9444339,1574,0.472217,968,attributed
evt_mpa92fc0_769375,2026-05-17T20:51:00Z,C_00021,svc_web_app,user_token,m_claude_haiku,anthropic,prod,apac,output,644828,430,2.579312,829,attributed
evt_mpa2pilc_879530,2026-05-17T17:53:00Z,,,unknown,m_claude_sonnet,anthropic,staging,eu,output,944776,630,14.17164,897,unknown
evt_mpa7x9uo_713182,2026-05-17T20:19:00Z,C_00009,svc_web_app,web_app,m_claude_sonnet,anthropic,prod,apac,output,405668,270,6.08502,315,partial
evt_mp9pvu80_860718,2026-05-17T11:54:00Z,,,unknown,m_claude_sonnet,anthropic,dev,eu,output,2779561,1853,41.693415,2754,unknown
evt_mp97242o_358390,2026-05-17T03:07:00Z,,,unknown,m_claude_sonnet,anthropic,prod,apac,output,512603,342,7.689045,371,unknown
evt_mpa3a3c0_376460,2026-05-17T18:09:00Z,,,unknown,m_claude_sonnet,anthropic,prod,us-west,output,1262381,842,18.935715,1343,unknown
evt_mp9c7aqo_101780,2026-05-17T05:31:00Z,C_00005,svc_ingest,user_token,m_gemini_flash,google,prod,us-west,input,2003897,334,0.601169,219,attributed
evt_mpaeobuo_341652,2026-05-17T23:28:00Z,C_00029,svc_maven_agent,backend_service,m_gpt4o,openai,prod,eu,input,17821771,2970,44.554427,3106,attributed
evt_mp91y7pc_510287,2026-05-17T00:44:00Z,C_00002,svc_maven_agent,backend_service,m_gpt5_mini,openai,prod,us-east,cache_write,2036088,339,1.221653,745,attributed
evt_mp9j3hxc_777608,2026-05-17T08:44:00Z,C_00017,svc_headshot,web_app,m_gpt4o,openai,prod,apac,output,830952,554,8.30952,543,partial
evt_mp999ug0_777628,2026-05-17T04:09:00Z,C_00005,svc_search,backend_service,m_claude_haiku,anthropic,prod,us-west,output,1089817,727,4.359268,751,attributed
evt_mp9ft6o0_946430,2026-05-17T07:12:00Z,C_00017,svc_search,backend_service,m_claude_opus,anthropic,prod,apac,input,8172000,1362,122.58,921,attributed
evt_mp90lcg0_934359,2026-05-17T00:06:00Z,C_00027,svc_eval_orchestrator,user_token,m_claude_sonnet,anthropic,prod,us-west,input,63883109,10647,191.649327,820,attributed
evt_mpaakfs0_491383,2026-05-17T21:33:00Z,C_00011,svc_trajectory_runner,backend_service,m_gemini_flash,google,prod,us-west,output,1448000,965,1.7376,1012,attributed
evt_mpaflrk0_330853,2026-05-17T23:54:00Z,C_00008,svc_annotation_api,backend_service,m_claude_opus,anthropic,prod,apac,output,556649,371,41.748675,348,attributed
evt_mp93wy00_372514,2026-05-17T01:39:00Z,C_00017,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,apac,cache_read,0,0,-0.403801,2145,attributed
evt_mp9pvu80_765485,2026-05-17T11:54:00Z,C_00009,svc_search,user_token,m_claude_haiku,anthropic,dev,apac,output,7042994,4695,28.171976,397,attributed
evt_mp9z3mo0_186435,2026-05-17T16:12:00Z,C_00024,svc_sourcing,backend_service,m_gpt5,openai,prod,apac,cache_write,4723554,787,59.044425,568,attributed
evt_mp9ugg5c_173588,2026-05-17T14:02:00Z,C_00027,svc_voice,backend_service,m_gpt5_mini,openai,staging,us-west,cache_read,10146066,1691,0.507303,442,attributed
evt_mp9hqmo0_750304,2026-05-17T08:06:00Z,C_00040,svc_trajectory_runner,backend_service,m_llama3_70b,meta,prod,us-west,output,1803131,1202,1.262192,266,attributed
evt_mp9q7ew0_702837,2026-05-17T12:03:00Z,C_00008,svc_eval_orchestrator,batch_job,m_gpt5_mini,openai,prod,apac,output,767313,512,1.534626,,partial
evt_mpa9gklc_921386,2026-05-17T21:02:00Z,C_00037,svc_batch_grader,batch_job,m_claude_haiku,anthropic,prod,us-east,input,3430252,572,2.744202,3873,partial
evt_mp9q7ew0_779367,2026-05-17T12:03:00Z,C_00016,svc_sourcing,backend_service,m_gemini_flash,google,prod,us-west,cache_read,27487567,4581,0.824627,1741,attributed
evt_mp9i0x1c_744134,2026-05-17T08:14:00Z,C_00021,svc_ingest,backend_service,m_llama3_70b,meta,prod,apac,output,332725,222,0.232908,1478,partial
evt_mp96ce5c_290715,2026-05-17T02:47:00Z,C_00011,svc_sourcing,backend_service,m_gpt5,openai,prod,us-east,input,2820089,470,28.20089,652,attributed
evt_mp9l2880_341542,2026-05-17T09:39:00Z,C_00029,svc_web_app,user_token,m_gpt5_mini,openai,prod,apac,cache_read,3571552,595,0.178578,449,attributed
evt_mp9mf3hc_734956,2026-05-17T10:17:00Z,,,unknown,m_mistral_large,mistral,staging,us-east,input,1233387,206,2.466774,2416,unknown
evt_mpadlqyo_734136,2026-05-17T22:58:00Z,C_00032,svc_web_app,web_app,m_claude_sonnet,anthropic,prod,us-east,output,2641454,1761,39.62181,1012,attributed
evt_mp9jmsdc_721203,2026-05-17T08:59:00Z,,,unknown,m_claude_sonnet,anthropic,prod,apac,input,2981729,497,8.945187,807,unknown
evt_mp9cpaw0_824283,2026-05-17T05:45:00Z,C_00008,svc_trajectory_runner,backend_service,m_gpt5_mini,openai,staging,apac,output,581575,388,1.16315,650,attributed
evt_mpa7vzk0_630503,2026-05-17T20:18:00Z,C_00038,svc_sourcing,backend_service,m_claude_opus,anthropic,prod,eu,cache_read,26527746,4421,39.791619,1165,attributed
evt_mp979tuo_734705,2026-05-17T03:13:00Z,C_00012,svc_annotation_api,user_token,m_gpt5_mini,openai,prod,us-west,output,6282475,4188,12.56495,737,attributed
evt_mp9tj0g0_350684,2026-05-17T13:36:00Z,,,unknown,m_claude_haiku,anthropic,staging,apac,input,5682662,947,4.54613,240,unknown
evt_mp9ttatc_264126,2026-05-17T13:44:00Z,C_00022,svc_search,user_token,m_claude_sonnet,anthropic,prod,us-west,input,9902193,1650,29.706579,990,attributed
evt_mp94236o_595313,2026-05-17T01:43:00Z,,,unknown,m_mistral_large,mistral,prod,us-west,cache_read,4240785,707,0.848157,2093,unknown
evt_mpa9ykqo_778000,2026-05-17T21:16:00Z,C_00027,svc_batch_grader,batch_job,m_claude_sonnet,anthropic,prod,us-west,cache_read,3434558,572,1.030367,3762,partial
evt_mp92ld1c_203928,2026-05-17T01:02:00Z,C_00020,svc_trajectory_runner,backend_service,m_gemini_pro,google,prod,us-east,cache_read,10149541,1692,3.552339,1493,attributed
evt_mp92mnc0_626106,2026-05-17T01:03:00Z,C_00033,svc_trajectory_runner,backend_service,m_gemini_flash,google,staging,eu,input,6750996,1125,2.025299,1067,attributed
evt_mpa88uio_246294,2026-05-17T20:28:00Z,C_00040,svc_sourcing,backend_service,m_gemini_flash,google,prod,us-west,output,419737,280,0.503684,993,attributed
evt_mp97b45c_473579,2026-05-17T03:14:00Z,C_00030,svc_ingest,backend_service,m_claude_sonnet,anthropic,staging,apac,output,2093002,1395,31.39503,1941,attributed
evt_mpa04x9c_114730,2026-05-17T16:41:00Z,C_00005,svc_ingest,backend_service,m_gpt4o,openai,staging,us-west,input,4372877,729,10.932193,1268,attributed
evt_mp9q64lc_621561,2026-05-17T12:02:00Z,C_00010,svc_trajectory_runner,backend_service,m_claude_opus,anthropic,prod,us-west,cache_read,5777285,963,8.665928,1294,attributed
evt_mp9qzpeo_112988,2026-05-17T12:25:00Z,C_00040,svc_annotation_api,user_token,m_claude_sonnet,anthropic,prod,us-east,output,1052498,702,15.78747,1159,attributed
evt_mp9lx3c0_422555,2026-05-17T10:03:00Z,C_00008,svc_search,backend_service,m_gpt4o,openai,prod,apac,cache_read,3759798,627,4.699748,800,attributed
evt_mp9vbb9c_440163,2026-05-17T14:26:00Z,C_00010,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,dev,eu,input,2717084,453,8.151252,922,partial
evt_mp9p4u00_551656,2026-05-17T11:33:00Z,C_00023,svc_batch_grader,batch_job,m_claude_opus,anthropic,prod,us-east,input,2415096,403,36.22644,2059,attributed
evt_mp9yvww0_484604,2026-05-17T16:06:00Z,C_00031,svc_trajectory_runner,backend_service,m_gpt5_mini,openai,prod,us-west,cache_read,2821082,470,0.141054,1901,attributed
evt_mpa5a3xc_357913,2026-05-17T19:05:00Z,C_00020,svc_trajectory_runner,backend_service,m_llama3_70b,meta,prod,us-east,cache_write,8344035,1391,5.840824,1975,attributed
evt_mp9gqmdc_172255,2026-05-17T07:38:00Z,C_00009,svc_maven_agent,backend_service,m_claude_haiku,anthropic,prod,apac,input,15785893,2631,12.628714,1011,attributed
evt_mpa3uo2o_891559,2026-05-17T18:25:00Z,C_00036,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,eu,output,1178823,786,17.682345,566,attributed
evt_mpa4loao_428238,2026-05-17T18:46:00Z,C_00030,svc_trajectory_runner,backend_service,m_gemini_pro,google,prod,apac,input,927058,155,3.244703,1868,partial
evt_mpa0a2g0_908730,2026-05-17T16:45:00Z,C_00008,svc_annotation_api,backend_service,m_mistral_large,mistral,staging,us-east,input,3155563,526,6.311126,1520,attributed
evt_mp9m3itc_236776,2026-05-17T10:08:00Z,C_00024,svc_trajectory_runner,backend_service,m_gpt5_mini,openai,prod,us-west,cache_write,932492,155,0.559495,685,attributed
evt_mp984oyo_103261,2026-05-17T03:37:00Z,C_00032,svc_voice,backend_service,m_gpt5_mini,openai,prod,us-east,input,11730988,1955,5.865494,1773,partial
evt_mp9mqo5c_880643,2026-05-17T10:26:00Z,C_00021,svc_annotation_api,user_token,m_claude_sonnet,anthropic,prod,apac,output,0,0,-2.984691,1031,partial
evt_mp9aiutc_514385,2026-05-17T04:44:00Z,C_00017,svc_voice,backend_service,m_claude_opus,anthropic,prod,apac,input,4458949,743,66.884235,810,attributed
evt_mp9ivs5c_248825,2026-05-17T08:38:00Z,C_00039,svc_annotation_api,backend_service,m_mistral_large,mistral,prod,eu,cache_write,1848700,308,4.62175,983,attributed
evt_mp9jf2lc_958622,2026-05-17T08:53:00Z,,,unknown,m_claude_sonnet,anthropic,prod,us-west,cache_write,4751143,792,17.816786,648,unknown
evt_mp97hjmo_483411,2026-05-17T03:19:00Z,C_00003,svc_batch_grader,batch_job,m_gemini_pro,google,prod,us-west,output,4463398,2976,46.865679,3710,attributed
evt_mp98vp6o_444706,2026-05-17T03:58:00Z,C_00011,svc_trajectory_runner,backend_service,m_gpt5_mini,openai,prod,us-east,cache_read,16785352,2798,0.839268,613,attributed
evt_mp9cpaw0_685452,2026-05-17T05:45:00Z,C_00027,svc_web_app,web_app,m_claude_haiku,anthropic,prod,us-west,output,22100295,14734,88.40118,2384,attributed
evt_mp9vhqqo_922037,2026-05-17T14:31:00Z,C_00004,svc_headshot,backend_service,m_gemini_flash,google,staging,eu,cache_write,1776370,296,0.710548,645,attributed
evt_mpaaj5hc_861440,2026-05-17T21:32:00Z,C_00027,svc_ingest,backend_service,m_gemini_flash,google,prod,us-west,input,2420599,403,0.72618,704,attributed
evt_mp95y8w0_836999,2026-05-17T02:36:00Z,C_00029,svc_annotation_api,backend_service,m_gemini_flash,google,staging,eu,output,517859,345,0.621431,389,attributed
evt_mp9vtbeo_935155,2026-05-17T14:40:00Z,C_00024,svc_batch_grader,batch_job,m_claude_sonnet,anthropic,prod,us-west,output,422231,281,6.333465,4011,attributed
evt_mpa6cotc_310154,2026-05-17T19:35:00Z,C_00031,svc_headshot,backend_service,m_claude_sonnet,anthropic,prod,us-west,cache_read,9155561,1526,2.746668,984,attributed
evt_mp90ucio_490631,2026-05-17T00:13:00Z,C_00028,svc_sourcing,web_app,m_gpt5_mini,openai,prod,eu,cache_read,5048406,841,0.25242,4774,attributed
evt_mp9w7go0_660240,2026-05-17T14:51:00Z,C_00038,svc_headshot,backend_service,m_gpt5_mini,openai,prod,eu,output,1121816,748,2.243632,768,attributed
evt_mp9ims2o_561760,2026-05-17T08:31:00Z,C_00005,svc_annotation_api,backend_service,m_claude_opus,anthropic,prod,us-west,output,364762,243,27.35715,578,partial
evt_mpa5x99c_346812,2026-05-17T19:23:00Z,C_00028,svc_trajectory_runner,backend_service,m_gemini_pro,google,prod,eu,input,1968935,328,6.891273,805,attributed
evt_mp91k2g0_119355,2026-05-17T00:33:00Z,C_00008,svc_batch_grader,batch_job,m_claude_opus,anthropic,prod,apac,cache_read,2782532,464,4.173798,2945,partial
evt_mpa167uo_775535,2026-05-17T17:10:00Z,C_00006,svc_ingest,user_token,m_gpt4o,openai,prod,eu,output,306105,204,3.06105,977,attributed
evt_mpa513uo_385093,2026-05-17T18:58:00Z,C_00030,svc_annotation_api,backend_service,m_claude_haiku,anthropic,prod,apac,cache_read,12294685,2049,0.983575,1815,attributed
evt_mp9fgbpc_965608,2026-05-17T07:02:00Z,C_00009,svc_voice,backend_service,m_claude_haiku,anthropic,prod,us-west,input,172418,29,0.137934,759,attributed
evt_mp9bdpxc_871116,2026-05-17T05:08:00Z,C_00039,svc_trajectory_runner,backend_service,m_gpt4o,openai,prod,eu,output,899859,600,8.99859,1338,attributed
evt_mp9udvk0_632509,2026-05-17T14:00:00Z,C_00011,svc_eval_orchestrator,batch_job,m_gpt5_mini,openai,prod,us-east,input,2591348,432,1.295674,2954,attributed
evt_mp939so0_315227,2026-05-17T01:21:00Z,C_00008,svc_trajectory_runner,backend_service,m_gpt5_mini,openai,prod,apac,output,2843415,1896,5.68683,700,attributed
evt_mp9sbadc_836578,2026-05-17T13:02:00Z,C_00007,svc_sourcing,backend_service,m_claude_sonnet,anthropic,prod,apac,cache_write,1061631,177,3.981116,469,attributed
evt_mpa34y5c_691062,2026-05-17T18:05:00Z,C_00029,svc_annotation_api,backend_service,m_claude_opus,anthropic,prod,eu,cache_read,0,0,-0.676673,1223,attributed
evt_mp9ot9c0_785808,2026-05-17T11:24:00Z,C_00024,svc_ingest,backend_service,m_claude_sonnet,anthropic,prod,us-west,output,735758,491,11.03637,1411,attributed
evt_mp9if2ao_673667,2026-05-17T08:25:00Z,C_00027,svc_trajectory_runner,web_app,m_claude_sonnet,anthropic,prod,apac,output,497809,332,7.467135,374,attributed
evt_mp9rukio_780706,2026-05-17T12:49:00Z,C_00010,svc_headshot,user_token,m_claude_haiku,anthropic,prod,us-west,input,8273236,1379,6.618589,592,attributed
evt_mp92p7xc_466109,2026-05-17T01:05:00Z,C_00017,svc_sourcing,backend_service,m_gemini_flash,google,prod,apac,cache_read,11456439,1909,0.343693,1975,attributed
evt_mp95y8w0_785685,2026-05-17T02:36:00Z,C_00028,svc_trajectory_runner,web_app,m_claude_opus,anthropic,prod,eu,output,18192764,12129,1364.4573,782,attributed
evt_mpa8vzuo_207701,2026-05-17T20:46:00Z,C_00011,svc_headshot,user_token,m_gpt5_mini,openai,prod,us-west,input,12431443,2072,6.215722,680,attributed
evt_mp913clc_695805,2026-05-17T00:20:00Z,,,unknown,m_gpt5,openai,prod,apac,input,9183694,1531,91.83694,364,unknown
evt_mp9h3hc0_121156,2026-05-17T07:48:00Z,C_00024,svc_trajectory_runner,backend_service,m_gpt4o,openai,prod,us-west,input,10102992,1684,25.25748,806,attributed
evt_mpaa5080_771119,2026-05-17T21:21:00Z,C_00014,svc_playground,web_app,m_claude_haiku,anthropic,dev,us-east,output,857527,572,3.430108,1132,attributed
evt_mp9wggqo_189386,2026-05-17T14:58:00Z,C_00036,svc_sourcing,web_app,m_claude_haiku,anthropic,staging,eu,cache_read,2640082,440,0.211207,1435,attributed
evt_mp9k9xpc_176578,2026-05-17T09:17:00Z,C_00011,svc_search,user_token,m_claude_sonnet,anthropic,prod,us-east,input,7609283,1268,22.827849,342,attributed
evt_mpa0pi00_651177,2026-05-17T16:57:00Z,C_00028,svc_web_app,web_app,m_mistral_large,mistral,prod,eu,cache_write,6775520,1129,16.9388,1745,attributed
evt_mpa1yidc_366353,2026-05-17T17:32:00Z,,,unknown,m_claude_sonnet,anthropic,prod,us-east,output,919986,613,13.79979,,unknown
evt_mp95qj40_673339,2026-05-17T02:30:00Z,C_00030,svc_annotation_api,backend_service,m_gpt5,openai,prod,apac,input,3896565,649,38.96565,1019,attributed
evt_mp93k31c_876093,2026-05-17T01:29:00Z,C_00029,svc_trajectory_runner,backend_service,m_gemini_flash,google,staging,eu,input,3129652,522,0.938896,749,attributed
evt_mpae51eo_127856,2026-05-17T23:13:00Z,,,unknown,m_claude_opus,anthropic,prod,us-west,output,613478,409,46.01085,473,unknown
evt_mpade16o_518952,2026-05-17T22:52:00Z,,,unknown,m_gpt5,openai,prod,us-east,output,561571,374,16.84713,626,unknown
evt_mp9vs140_805756,2026-05-17T14:39:00Z,C_00040,svc_ingest,backend_service,m_gpt5_mini,openai,prod,us-west,input,7668370,1278,3.834185,692,attributed
evt_mp9yj1xc_884779,2026-05-17T15:56:00Z,,,unknown,m_claude_sonnet,anthropic,prod,us-east,input,4231730,705,12.69519,,unknown
evt_mp94ziw0_651002,2026-05-17T02:09:00Z,C_00036,svc_headshot,backend_service,m_claude_opus,anthropic,prod,eu,cache_read,3668326,611,5.502489,559,partial
evt_mp9no3uo_224201,2026-05-17T10:52:00Z,C_00036,svc_maven_agent,backend_service,m_gpt5,openai,prod,eu,output,363275,242,10.89825,623,attributed
evt_mp9pf4dc_783605,2026-05-17T11:41:00Z,C_00027,svc_maven_agent,user_token,m_claude_sonnet,anthropic,prod,us-west,output,19002442,12668,285.03663,1529,attributed
evt_mp9mk8o0_898042,2026-05-17T10:21:00Z,C_00010,svc_web_app,web_app,m_gpt5_mini,openai,staging,us-west,input,8909043,1485,4.454522,360,attributed
evt_mp9cf0io_227948,2026-05-17T05:37:00Z,C_00040,svc_voice,user_token,m_claude_haiku,anthropic,prod,us-west,input,2444145,407,1.955316,1207,attributed
evt_mp9bqkw0_744141,2026-05-17T05:18:00Z,C_00022,svc_web_app,web_app,m_gpt4o,openai,staging,us-west,input,1769436,295,4.42359,682,attributed
evt_mpa9gklc_878593,2026-05-17T21:02:00Z,C_00006,svc_trajectory_runner,backend_service,m_gpt5,openai,prod,eu,output,558026,372,16.74078,822,attributed
evt_mpaa8v40_552664,2026-05-17T21:24:00Z,C_00017,svc_maven_agent,backend_service,m_claude_sonnet,anthropic,prod,eu,input,2047901,341,6.143703,428,attributed
evt_mp9v662o_309690,2026-05-17T14:22:00Z,C_00004,svc_maven_agent,backend_service,m_claude_opus,anthropic,prod,us-east,output,791890,528,59.39175,1597,attributed
evt_mpa87k80_764434,2026-05-17T20:27:00Z,C_00008,svc_web_app,web_app,m_gemini_pro,google,staging,apac,input,3031740,505,10.61109,783,attributed
evt_mp96hjc0_576002,2026-05-17T02:51:00Z,C_00024,svc_trajectory_runner,backend_service,m_claude_opus,anthropic,prod,us-west,input,6387134,1065,95.80701,1879,partial
evt_mp9scko0_244912,2026-05-17T13:03:00Z,C_00005,svc_trajectory_runner,backend_service,m_gpt4o,openai,prod,us-west,input,1386166,231,3.465415,686,attributed
evt_mp9l4stc_347250,2026-05-17T09:41:00Z,C_00020,svc_annotation_api,backend_service,m_gemini_flash,google,prod,us-east,cache_read,19396143,3233,0.581884,1095,attributed
evt_mp9fybuo_684882,2026-05-17T07:16:00Z,C_00011,svc_annotation_api,backend_service,m_gpt5,openai,staging,us-west,input,3318002,553,33.18002,989,attributed
evt_mpacj62o_380428,2026-05-17T22:28:00Z,C_00024,svc_trajectory_runner,web_app,m_gpt4o,openai,prod,us-west,cache_read,18975892,3163,23.719865,535,attributed
evt_mp90iruo_720898,2026-05-17T00:04:00Z,C_00032,svc_sourcing,backend_service,m_claude_opus,anthropic,prod,apac,output,1601373,1068,120.102975,1528,attributed
